,row,prey_class,prey_desc,observed_on,url,prey_Y.N,latitude,longitude,notes,observer,min_weight,max_weight,avian_size_class
1924,197,ave,COGR,4/27/2023,https://www.inaturalist.org/observations/166890951,y,39.86665,-83.0944,,DJM,84,114,Medium
1925,198,ave,CONI,5/10/2022,https://www.inaturalist.org/observations/116515207,y,41.82381,-87.6771,SO COOL!!!,DJM,47,86,Medium
1926,199,mammalia,deer carcass,2/19/2019,https://www.inaturalist.org/observations/20586223,y,30.437,-99.8322,,DJM,57000,137000,na
1927,200,ave,DEJU,3/8/2015,https://www.inaturalist.org/observations/144192931,y,39.42779,-76.9445,,WJG,15.5,25.5,Small
1928,201,ave,DEJU,12/31/2022,https://www.inaturalist.org/observations/147488321,y,42.41153,-90.6649,,DJM,15.5,25.5,Small
1929,202,ave,DEJU,4/13/2021,https://www.inaturalist.org/observations/73890621,y,43.08739,-89.5863,,WJG,15.5,25.5,Small
1930,203,ave,DEJU,11/20/2021,https://www.inaturalist.org/observations/101562636,y,48.94721,-122.74,"size, color, context, white edged tail",DJM,15.5,25.5,Small
1931,204,ave,DEJU,12/18/2016,https://www.inaturalist.org/observations/145586731,y,40.47316,-75.161,,WJG,15.5,25.5,Small
1932,205,ave,DEJU,4/12/2019,https://www.inaturalist.org/observations/22380717,y,44.78649,-93.1289,,DJM,15.5,25.5,Small
1933,206,ave,DEJU,10/22/2020,https://www.inaturalist.org/observations/63350453,y,32.85169,-96.9412,ID by DJM,Jenna Waldeck,15.5,25.5,Small
1934,207,sauria,desert spiny lizard,6/29/2014,https://www.inaturalist.org/observations/68565224,y,34.05128,-116.572,yellow-backed spiny lizard infraspecies,DJM,31.76,49.97,na
1935,208,sauria,desert spiny lizard,10/7/2017,https://www.inaturalist.org/observations/8307026,y,32.24874,-110.908,"Definitely a lizard, notes say desert spiny",WJG,31.76,49.97,na
1936,209,mammalia,domestic chicken,2/24/2019,https://www.inaturalist.org/observations/20746605,y,39.99119,-75.5769,,DJM,485,1450,Large
1937,210,mammalia,domestic chicken,4/10/2018,https://www.inaturalist.org/observations/15751777,y,47.24961,-88.5308,,WJG,485,1450,Large
1938,211,mammalia,domestic chicken,2/8/2023,https://www.inaturalist.org/observations/148343444,y,39.44434,-76.9988,,DJM,485,1450,Large
1939,212,mammalia,domestic chicken,11/25/2022,https://www.inaturalist.org/observations/170752829,y,37.37361,-121.829,,DJM,485,1450,Large
1940,213,mammalia,domestic chicken,4/9/2022,https://www.inaturalist.org/observations/111425802,y,38.42901,-122.719,,DJM,485,1450,Large
1941,214,mammalia,domestic chicken,11/19/2022,https://www.inaturalist.org/observations/142408508,y,31.73977,-89.149,ID by WJG,Madeline,485,1450,Large
1942,215,mammalia,domestic chicken,2/4/2019,https://www.inaturalist.org/observations/20088112,y,37.05843,-80.4276,,DJM,485,1450,Large
1943,216,mammalia,douglas squirrel,7/15/2020,https://www.inaturalist.org/observations/53217534,y,44.60302,-124.052,,DJM,141,312,na
1944,217,ave,DOWO,12/27/2020,https://www.inaturalist.org/observations/67158611,y,40.89313,-74.0075,,DJM,19,35,Small
1945,218,sauria,dusky giant ameiva,2/19/2022,https://www.inaturalist.org/observations/107187245,y,25.69371,-80.1628,ID by Dr. Price,WJG,58,78,na
1946,219,ave,EABL,4/4/2022,https://www.inaturalist.org/observations/110503480,y,38.74471,-77.7846,"small feet, rufous visible in 3rd pic",DJM,24,35,Small
1947,220,ave,EAPH,9/19/2022,https://www.inaturalist.org/observations/135688589,y,41.5675,-87.8805,,DJM,16,22,Small
1948,221,mammalia,eastern chipmunk,9/18/2022,https://www.inaturalist.org/observations/135562621,y,42.31149,-87.8346,,DJM,55,115,na
1949,222,mammalia,eastern chipmunk,2/26/2018,https://www.inaturalist.org/observations/10026273,y,40.99341,-74.271,,WJG,55,115,na
1950,223,mammalia,eastern chipmunk,5/24/2023,https://www.inaturalist.org/observations/163549193,y,42.9322,-88.394,,WJG,55,115,na
1951,224,mammalia,eastern chipmunk,9/8/2018,https://www.inaturalist.org/observations/54404189,y,42.24866,-87.8879,,DJM,55,115,na
1952,225,mammalia,eastern chipmunk,4/21/2020,https://www.inaturalist.org/observations/64249974,y,44.51735,-89.5425,ID: DJM,Jenna Waldeck,55,115,na
1953,226,mammalia,eastern chipmunk,2/27/2018,https://www.inaturalist.org/observations/10023087,y,41.82276,-88.1717,,WJG,55,115,na
1954,227,mammalia,eastern chipmunk,3/9/2019,https://www.inaturalist.org/observations/21131181,y,32.6019,-85.4872,,DJM,55,115,na
1955,228,mammalia,eastern chipmunk,2/26/2022,https://www.inaturalist.org/observations/107488629,y,39.34682,-82.0745,,WJG,55,115,na
1956,229,mammalia,eastern chipmunk,3/25/2022,https://www.inaturalist.org/observations/109493625,y,42.26256,-71.8023,,DJM,55,115,na
1957,230,mammalia,eastern chipmunk,3/17/2022,https://www.inaturalist.org/observations/108850443,y,36.06327,-86.8034,,DJM,55,115,na
1958,231,mammalia,eastern chipmunk,2/14/2020,https://www.inaturalist.org/observations/38710512,y,38.89046,-77.1356,,DJM,55,115,na
1959,232,mammalia,eastern chipmunk,7/6/2021,https://www.inaturalist.org/observations/85949442,y,42.23271,-71.0345,80% sure on ID,DJM,55,115,na
1960,233,mammalia,eastern chipmunk,11/15/2019,https://www.inaturalist.org/observations/35712349,y,40.45205,-86.9341,,WJG,55,115,na
1961,234,mammalia,eastern chipmunk,4/10/2020,https://www.inaturalist.org/observations/149569440,y,41.68126,-83.6464,same event as o/149568802,WJG,55,115,na
1962,235,mammalia,eastern chipmunk,9/29/2018,https://www.inaturalist.org/observations/17052520,y,42.45174,-71.1254,,WJG,55,115,na
1963,236,mammalia,eastern chipmunk,7/29/2023,https://www.inaturalist.org/observations/175563617,y,33.78459,-84.2981,,DJM,55,115,na
1964,237,mammalia,eastern chipmunk,9/12/2019,https://www.inaturalist.org/observations/41800113,y,39.00178,-76.6875,,Jenna Waldeck/DJM,55,115,na
1965,238,mammalia,eastern chipmunk,9/18/2021,https://www.inaturalist.org/observations/95381710,y,44.89827,-68.6685,,WJG,55,115,na
1966,239,mammalia,eastern chipmunk,2/10/2019,https://www.inaturalist.org/observations/20262714,y,41.30678,-81.3986,,DJM,55,115,na
1967,240,mammalia,eastern chipmunk,9/27/2021,https://www.inaturalist.org/observations/96395319,y,44.91932,-93.2314,E. Chipmunk?,WJG,55,115,na
1968,241,mammalia,eastern chipmunk,10/1/2016,https://www.inaturalist.org/observations/36941941,y,42.29197,-85.2072,,WJG,55,115,na
1969,242,mammalia,eastern chipmunk,2/22/2023,https://www.inaturalist.org/observations/149444984,y,38.85559,-77.0933,E. Chipmunk? (DJM: yes),WJG,55,115,na
1970,243,mammalia,eastern chipmunk,8/18/2020,https://www.inaturalist.org/observations/79603714,y,39.05917,-77.1275,,WJG,55,115,na
1971,244,mammalia,eastern chipmunk,3/13/2022,https://www.inaturalist.org/observations/108541150,y,42.46149,-71.2162,,DJM,55,115,na
1972,245,mammalia,eastern chipmunk,1/12/2022,https://www.inaturalist.org/observations/128754229,y,32.26067,-110.869,,WJG,55,115,na
1973,246,mammalia,eastern chipmunk,6/17/2023,https://www.inaturalist.org/observations/168203830,y,43.66116,-83.9141,,DJM,55,115,na
1974,247,mammalia,eastern chipmunk,7/27/2015,http://www.inaturalist.org/observations/4490517,y,38.57539,-107.742,,WJG,55,115,na
1975,248,mammalia,eastern chipmunk,10/1/2021,https://www.inaturalist.org/observations/96839107,y,40.20072,-75.4575,,WJG,55,115,na
1976,249,mammalia,eastern chipmunk,8/29/2021,https://www.inaturalist.org/observations/92912765,y,40.46216,-79.9445,Cool pictures,WJG,55,115,na
1977,250,mammalia,eastern chipmunk,4/11/2023,https://www.inaturalist.org/observations/154504557,y,42.78418,-84.7929,,WJG,55,115,na
1978,251,mammalia,eastern chipmunk,10/13/2021,https://www.inaturalist.org/observations/99839355,y,40.06962,-82.8809,gnarly,DJM,55,115,na
1979,252,mammalia,eastern chipmunk,9/22/2021,https://www.inaturalist.org/observations/96759078,y,44.9388,-93.2218,Playing with his food. Cool pics.,WJG,55,115,na
1980,253,mammalia,eastern chipmunk,3/16/2022,https://www.inaturalist.org/observations/108765817,y,42.06122,-70.7332,,DJM,55,115,na
1981,254,mammalia,eastern chipmunk,3/12/2017,https://www.inaturalist.org/observations/5787343,y,41.58535,-88.0451,,WJG,55,115,na
1982,255,mammalia,eastern chipmunk,10/30/2018,https://www.inaturalist.org/observations/70095874,y,39.27449,-84.2779,Chipmunk is being dramatic,WJG,55,115,na
1983,256,mammalia,eastern chipmunk,2/12/2011,https://www.inaturalist.org/observations/5081562,y,38.95407,-119.766,,WJG,55,115,na
1984,257,mammalia,eastern chipmunk,4/11/2014,http://www.inaturalist.org/observations/620427,y,43.06687,-87.8906,"Not same picture, but same bird at same time",WJG,55,115,na
1985,258,mammalia,eastern chipmunk,4/10/2020,https://www.inaturalist.org/observations/149568802,y,41.68126,-83.6464,,WJG,55,115,na
1986,259,mammalia,eastern chipmunk,10/16/2021,https://www.inaturalist.org/observations/98414240,y,43.12573,-78.6671,,WJG,55,115,na
1987,260,mammalia,eastern chipmunk,3/5/2014,https://www.inaturalist.org/observations/66624335,y,41.24256,-75.9049,,Kolton Zimmerman,55,115,na
1988,261,mammalia,eastern chipmunk,3/11/2015,http://www.inaturalist.org/observations/1438500,y,43.06856,-87.8925,,WJG,55,115,na
1989,262,mammalia,eastern chipmunk,9/5/2015,https://www.inaturalist.org/observations/150796501,y,41.2169,-72.7544,,WJG,55,115,na
1990,263,mammalia,eastern chipmunk,5/9/2020,https://www.inaturalist.org/observations/45407543,y,41.38562,-82.3213,,WJG,55,115,na
1991,264,mammalia,eastern chipmunk,10/19/2014,http://www.inaturalist.org/observations/1070731,y,41.14265,-81.6076,,WJG,55,115,na
1992,265,mammalia,eastern chipmunk,9/3/2020,https://www.inaturalist.org/observations/58417213,y,38.84803,-77.2618,,DJM,55,115,na
1993,266,mammalia,eastern chipmunk,9/22/2021,https://www.inaturalist.org/observations/95768781,y,44.99136,-93.0109,,WJG,55,115,na
1994,267,mammalia,eastern cottontail,11/24/2020,https://www.inaturalist.org/observations/65603818,y,33.1029,-96.7367,,Kolton Zimmerman,800,1530,na
1995,268,mammalia,eastern cottontail,11/30/2021,https://www.inaturalist.org/observations/102255599,y,41.87252,-88.3191,,DJM,800,1530,na
1996,269,mammalia,eastern cottontail,2/13/2023,https://www.inaturalist.org/observations/149184595,y,36.2603,-75.7879,,WJG,800,1530,na
1997,270,mammalia,eastern cottontail,11/5/2019,https://www.inaturalist.org/observations/35337095,y,40.59208,-74.4414,,WJG,800,1530,na
1998,271,mammalia,eastern cottontail,2/16/2022,https://www.inaturalist.org/observations/106878582,y,32.88339,-97.2804,,WJG,800,1530,na
1999,272,mammalia,eastern cottontail,3/3/2022,https://www.inaturalist.org/observations/108146525,y,36.33464,-82.119,,DJM,800,1530,na
2000,273,mammalia,eastern cottontail,2/10/2023,https://www.inaturalist.org/observations/148492733,y,34.02102,-84.4078,Amazing photo,DJM,800,1530,na
2001,274,mammalia,eastern cottontail,8/19/2023,https://www.inaturalist.org/observations/179187920,y,41.84921,-72.6319,,WJG,800,1530,na
2002,275,mammalia,eastern cottontail,12/12/2022,https://www.inaturalist.org/observations/144251999,y,38.81247,-77.6354,,WJG,800,1530,na
2003,276,mammalia,eastern cottontail,12/30/2020,https://www.inaturalist.org/observations/67316156,y,42.77532,-71.0946,,DJM,800,1530,na
2004,277,mammalia,eastern cottontail,10/15/2022,https://www.inaturalist.org/observations/138981295,y,41.25231,-72.5987,,WJG,800,1530,na
2005,278,mammalia,eastern cottontail,2/26/2018,https://www.inaturalist.org/observations/16457552,y,44.26127,-88.3965,,WJG,800,1530,na
2006,279,mammalia,eastern cottontail,8/13/2021,https://www.inaturalist.org/observations/91846407,y,39.26939,-76.7756,cool pic,DJM,800,1530,na
2007,280,mammalia,eastern cottontail,7/8/2022,https://www.inaturalist.org/observations/126887986,y,34.15434,-77.9165,,DJM,800,1530,na
2008,281,mammalia,eastern cottontail,5/5/2021,https://www.inaturalist.org/observations/77458794,y,44.95754,-93.1515,,WJG,800,1530,na
2009,282,mammalia,eastern cottontail,2/26/2020,https://www.inaturalist.org/observations/40676185,y,43.30089,-77.7954,"thought cottontail from pic, notes confirmed",DJM,800,1530,na
2010,283,mammalia,eastern cottontail,8/26/2019,https://www.inaturalist.org/observations/36004904,y,32.88456,-96.7909,,WJG,800,1530,na
2011,284,mammalia,eastern cottontail,2/26/2018,https://www.inaturalist.org/observations/17552328,y,44.26132,-88.3965,,WJG,800,1530,na
2012,285,mammalia,eastern cottontail,7/29/2020,https://www.inaturalist.org/observations/54858146,y,35.67826,-78.9267,,DJM,800,1530,na
2013,286,mammalia,eastern cottontail,7/28/2022,https://www.inaturalist.org/observations/161621026,y,40.01017,-83.1383,,WJG,800,1530,na
2014,287,mammalia,eastern cottontail,6/20/2023,https://www.inaturalist.org/observations/168580329,y,34.23542,-118.98,,DJM,800,1530,na
2015,288,mammalia,eastern cottontail,12/26/2019,https://www.inaturalist.org/observations/37166533,y,33.18877,-83.276,Black rabbit,WJG,800,1530,na
2016,289,mammalia,eastern cottontail,6/24/2022,https://www.inaturalist.org/observations/123222578,y,44.89412,-93.3296,,DJM,800,1530,na
2017,290,mammalia,eastern cottontail,6/22/2022,https://www.inaturalist.org/observations/122987299,y,40.11936,-88.2786,,DJM,800,1530,na
2018,291,mammalia,eastern fox squirrel,5/3/2020,https://www.inaturalist.org/observations/44867285,y,40.46561,-90.6875,,WJG,696,1233,na
2019,292,mammalia,eastern fox squirrel,11/2/2020,https://www.inaturalist.org/observations/67629593,y,32.87235,-96.7393,,DJM,696,1233,na
2020,293,mammalia,eastern fox squirrel,9/9/2018,https://www.inaturalist.org/observations/16398603,y,38.08939,-85.6425,Can't see much of prey. Red hairs.,WJG,696,1233,na
2021,294,mammalia,eastern fox squirrel,5/5/2020,https://www.inaturalist.org/observations/44997701,y,40.23967,-75.2907,,WJG,696,1233,na
2022,295,mammalia,eastern fox squirrel,9/19/2022,https://www.inaturalist.org/observations/135843835,y,32.99364,-96.7306,great pic,DJM,696,1233,na
2023,296,mammalia,eastern fox squirrel,10/21/2022,https://www.inaturalist.org/observations/139589716,y,39.08552,-84.2841,squirrel or chipmunk,WJG,696,1233,na
2024,297,mammalia,eastern fox squirrel,11/19/2016,https://www.inaturalist.org/observations/15036779,y,29.78132,-95.3762,,WJG,696,1233,na
2025,298,mammalia,eastern fox squirrel,2/25/2019,https://www.inaturalist.org/observations/25696549,y,35.3703,-83.2341,,WJG,696,1233,na
2026,299,mammalia,eastern fox squirrel,11/20/2018,https://www.inaturalist.org/observations/33478570,y,34.17873,-118.098,,DJM,696,1233,na
2027,300,mammalia,eastern fox squirrel,10/21/2017,https://www.inaturalist.org/observations/8492578,y,29.86788,-95.6613,,WJG,696,1233,na
2028,301,mammalia,eastern fox squirrel,11/13/2018,https://www.inaturalist.org/observations/18372730,y,30.23213,-97.6053,,WJG,696,1233,na
2029,302,mammalia,eastern fox squirrel,9/8/2022,https://www.inaturalist.org/observations/138738594,y,42.65843,-70.6078,,WJG,696,1233,na
2030,303,mammalia,eastern fox squirrel,10/26/2019,https://www.inaturalist.org/observations/34935428,y,33.76699,-84.2784,,WJG,696,1233,na
2031,304,mammalia,eastern fox squirrel,4/11/2021,https://www.inaturalist.org/observations/73687160,y,40.77836,-111.864,,WJG,696,1233,na
2032,305,mammalia,eastern fox squirrel,1/22/2018,https://www.inaturalist.org/observations/9715492,y,38.92308,-77.1156,,WJG,696,1233,na
2033,306,mammalia,eastern fox squirrel,12/24/2018,https://www.inaturalist.org/observations/19199215,y,38.03213,-78.48,,WJG,696,1233,na
2034,307,mammalia,eastern fox squirrel,9/18/2020,https://www.inaturalist.org/observations/60265878,y,39.80402,-84.0432,,Jenna Waldeck,696,1233,na
2035,308,mammalia,eastern fox squirrel,10/14/2021,https://www.inaturalist.org/observations/98635086,y,37.91443,-78.8778,,WJG,696,1233,na
2036,309,mammalia,eastern fox squirrel,4/10/2023,https://www.inaturalist.org/observations/157214712,y,30.42701,-84.3646,,WJG,696,1233,na
2037,310,mammalia,eastern fox squirrel,7/7/2020,https://www.inaturalist.org/observations/52380304,y,40.77846,-111.864,,DJM,696,1233,na
2038,311,mammalia,eastern fox squirrel,10/20/2022,https://www.inaturalist.org/observations/139474592,y,31.62775,-94.6485,,WJG,696,1233,na
2039,312,mammalia,eastern fox squirrel,11/5/2017,https://www.inaturalist.org/observations/8696079,y,28.33969,-81.3533,,WJG,696,1233,na
2040,313,mammalia,eastern fox squirrel,1/18/2022,https://www.inaturalist.org/observations/105246952,y,41.65281,-83.5379,A second one running off. Cool pics,WJG,696,1233,na
2041,314,mammalia,eastern gray squirrel,9/28/2017,https://www.inaturalist.org/observations/8160514,y,40.47635,-74.4373,,WJG,338,750,na
2042,315,mammalia,eastern gray squirrel,5/5/2015,https://www.inaturalist.org/observations/9725046,y,42.60578,-71.5487,,WJG,338,750,na
2043,316,mammalia,eastern gray squirrel,1/7/2023,https://www.inaturalist.org/observations/176821175,y,39.81042,-83.1959,,WJG,338,750,na
2044,317,mammalia,eastern gray squirrel,9/15/2019,https://www.inaturalist.org/observations/32930626,y,39.58042,-77.0012,,DJM,338,750,na
2045,318,mammalia,eastern gray squirrel,10/8/2022,https://www.inaturalist.org/observations/138051742,y,35.06856,-89.7203,,DJM,338,750,na
2046,319,mammalia,eastern gray squirrel,11/27/2021,https://www.inaturalist.org/observations/102433522,y,30.25627,-81.6467,,DJM,338,750,na
2047,320,mammalia,eastern gray squirrel,4/29/2022,https://www.inaturalist.org/observations/114018523,y,40.05222,-75.1695,,WJG,338,750,na
2048,321,mammalia,eastern gray squirrel,2/22/2020,https://www.inaturalist.org/observations/53199200,y,37.2267,-80.4265,,DJM,338,750,na
2049,322,mammalia,eastern gray squirrel,11/27/2018,https://www.inaturalist.org/observations/18684839,y,35.90728,-79.0511,,WJG,338,750,na
2050,323,mammalia,eastern gray squirrel,11/14/2020,https://www.inaturalist.org/observations/64935238,y,38.93797,-77.3501,,Jenna Waldeck,338,750,na
2051,324,mammalia,eastern gray squirrel,2/21/2010,https://www.inaturalist.org/observations/65396421,y,40.65896,-73.9677,notes say eastern grey squirrel ,Jenna Waldeck,338,750,na
2052,325,mammalia,eastern gray squirrel,12/25/2018,https://www.inaturalist.org/observations/19219639,y,25.68081,-80.3119,,WJG,338,750,na
2053,326,mammalia,eastern gray squirrel,11/22/2014,https://www.inaturalist.org/observations/8152565,y,35.18309,-80.7973,,WJG,338,750,na
2054,327,mammalia,eastern gray squirrel,10/6/2022,https://www.inaturalist.org/observations/137787989,y,30.49957,-87.2271,,DJM,338,750,na
2055,328,mammalia,eastern gray squirrel,12/2/2019,https://www.inaturalist.org/observations/36297773,y,44.85481,-73.2912,,WJG,338,750,na
2056,329,mammalia,eastern gray squirrel,2/2/2022,https://www.inaturalist.org/observations/106187791,y,38.57203,-90.336,pic 2. Pine squirrel or chipmunk?,WJG,338,750,na
2057,330,mammalia,eastern gray squirrel,10/27/2020,https://www.inaturalist.org/observations/64050788,y,42.01125,-88.3442,,Jenna Waldeck,338,750,na
2058,331,mammalia,eastern gray squirrel,11/23/2022,https://www.inaturalist.org/observations/142695941,y,40.15113,-76.2972,ID by WJG,Madeline,338,750,na
2059,332,mammalia,eastern gray squirrel,10/20/2020,https://www.inaturalist.org/observations/63139348,y,40.80123,-73.9223,ID by DJM,Jenna Waldeck,338,750,na
